,Tacoma-S 36th St,Mt Rainier-Jackson Visitors Ctr,Tacoma-L Street,Tacoma-S Adams St,Neah Bay 2-Makah Tribe,
"7/3/2024, 6:00:00 PM",,3.2,3,,2.9,
"7/3/2024, 7:00:00 PM",,3.2,2,,2.9,
"7/3/2024, 8:00:00 PM",,3.4,7,,2.7,
"7/3/2024, 9:00:00 PM",,3.4,16,,2.8,
"7/3/2024, 10:00:00 PM",,3.4,12,,2.9,
"7/3/2024, 11:00:00 PM",,3.1,7,,3.1,
"7/4/2024, 12:00:00 AM",,3.1,5,,2.9,
"7/4/2024, 1:00:00 AM",,3.1,7,,2.6,
"7/4/2024, 2:00:00 AM",,2.4,12,,2.5,
"7/4/2024, 3:00:00 AM",,1.5,8,,2.3,
"7/4/2024, 4:00:00 AM",,1.5,9,,2.4,
"7/4/2024, 5:00:00 AM",,1.4,9,,3.8,
"7/4/2024, 6:00:00 AM",,1.2,7,,2.9,
"7/4/2024, 7:00:00 AM",,1.2,5,,2.9,
"7/4/2024, 8:00:00 AM",,1.1,4,,3.2,
"7/4/2024, 9:00:00 AM",,1,5,,3.3,
"7/4/2024, 10:00:00 AM",,1,4,,3.4,
"7/4/2024, 11:00:00 AM",,1.3,3,,3.5,
"7/4/2024, 12:00:00 PM",,1.5,3,,3.6,
"7/4/2024, 1:00:00 PM",,1.9,5,,3.8,
"7/4/2024, 2:00:00 PM",,2.2,2,,3.9,
"7/4/2024, 3:00:00 PM",,2.4,3,,3.6,
"7/4/2024, 4:00:00 PM",,2.6,3,,4.9,
"7/4/2024, 5:00:00 PM",,2.5,1,,3.8,
"7/4/2024, 6:00:00 PM",,2.4,3,,3.5,
"7/4/2024, 7:00:00 PM",,2.3,4,,4.7,
"7/4/2024, 8:00:00 PM",,2.5,24,,5.4,
"7/4/2024, 9:00:00 PM",,2.4,122,,10.4,
"7/4/2024, 10:00:00 PM",,2.1,127,,11.8,
"7/4/2024, 11:00:00 PM",,2,333,,6.8,
"7/5/2024, 12:00:00 AM",,2.1,420,,3.4,
"7/5/2024, 1:00:00 AM",,1.9,423,,2.7,
"7/5/2024, 2:00:00 AM",,1.7,304,,2.6,
"7/5/2024, 3:00:00 AM",,1.4,255,,3.5,
"7/5/2024, 4:00:00 AM",,1.1,165,,3.1,
"7/5/2024, 5:00:00 AM",,0.9,61,,7.8,
"7/5/2024, 6:00:00 AM",,0.9,38,,3.7,
"7/5/2024, 7:00:00 AM",,0.7,33,,3.5,
"7/5/2024, 8:00:00 AM",,0.7,23,,3.5,
"7/5/2024, 9:00:00 AM",,0.7,16,,3.7,
"7/5/2024, 10:00:00 AM",,0.5,18,,4.3,
"7/5/2024, 11:00:00 AM",,0.7,9,,4.4,
"7/5/2024, 12:00:00 PM",,1.1,7,,4.6,
"7/5/2024, 1:00:00 PM",,2,5,,4.4,
"7/5/2024, 2:00:00 PM",,1.9,2,,4.3,
"7/5/2024, 3:00:00 PM",,2.6,-1,,5.2,
"7/5/2024, 4:00:00 PM",,3.4,-2,,4.8,
"7/5/2024, 5:00:00 PM",,3.8,2,,4.4,
"7/5/2024, 6:00:00 PM",,4.4,1,,4,
"7/5/2024, 7:00:00 PM",,3.7,1,,3.6,
"7/5/2024, 8:00:00 PM",,3,4,,3.4,
"7/5/2024, 9:00:00 PM",,3.5,23,,3.4,
"7/5/2024, 10:00:00 PM",,3.2,15,,3.6,
"7/5/2024, 11:00:00 PM",,3,24,,3.9,
"7/6/2024, 12:00:00 AM",,2.6,34,,3.8,
"7/6/2024, 1:00:00 AM",,2.5,25,,3.8,
"7/6/2024, 2:00:00 AM",,2,25,,3.7,
"7/6/2024, 3:00:00 AM",,1.8,18,,3.5,
"7/6/2024, 4:00:00 AM",,1.2,16,,3.6,
"7/6/2024, 5:00:00 AM",,1.1,20,,3.8,
"7/6/2024, 6:00:00 AM",,1.3,21,,3.8,
"7/6/2024, 7:00:00 AM",,1,11,,3.9,
"7/6/2024, 8:00:00 AM",,0.9,5,,4.3,
"7/6/2024, 9:00:00 AM",,0.9,3,,4.5,
"7/6/2024, 10:00:00 AM",,0.8,6,,4.4,
"7/6/2024, 11:00:00 AM",,1.1,5,,4.9,
"7/6/2024, 12:00:00 PM",,1.2,2,,4.5,
"7/6/2024, 1:00:00 PM",,1.3,1,,4.5,
"7/6/2024, 2:00:00 PM",,1.4,2,,4.8,
"7/6/2024, 3:00:00 PM",,1.8,2,,4.3,
"7/6/2024, 4:00:00 PM",,2.2,1,,4.5,
"7/6/2024, 5:00:00 PM",,2,-2,,4.2,
"7/6/2024, 6:00:00 PM",,1.9,0,,5.3,
"7/6/2024, 7:00:00 PM",,1.9,2,,4.9,
"7/6/2024, 8:00:00 PM",,2.2,6,,6.1,
"7/6/2024, 9:00:00 PM",,2.1,6,,5.8,
"7/6/2024, 10:00:00 PM",,2.3,3,,5.1,
"7/6/2024, 11:00:00 PM",,2.3,7,,4.6,
"7/7/2024, 12:00:00 AM",,2.3,9,,3.6,
"7/7/2024, 1:00:00 AM",,2.2,9,,3.4,
"7/7/2024, 2:00:00 AM",,1.7,16,,3.4,
"7/7/2024, 3:00:00 AM",,2.2,14,,3.6,
"7/7/2024, 4:00:00 AM",,2.3,20,,5.2,
"7/7/2024, 5:00:00 AM",,2,14,,4.1,
"7/7/2024, 6:00:00 AM",,2,11,,4.3,
"7/7/2024, 7:00:00 AM",,2,7,,4.5,
"7/7/2024, 8:00:00 AM",,1.9,3,,4.4,
"7/7/2024, 9:00:00 AM",,1.9,6,,4.8,
"7/7/2024, 10:00:00 AM",,1.8,4,,5.1,
"7/7/2024, 11:00:00 AM",,1.6,3,,5.2,
"7/7/2024, 12:00:00 PM",,1.5,5,,5.3,
"7/7/2024, 1:00:00 PM",,1.5,3,,6.6,
"7/7/2024, 2:00:00 PM",,1.5,1,,5.7,
"7/7/2024, 3:00:00 PM",,1.6,0,,4.9,
"7/7/2024, 4:00:00 PM",,2,1,,4.2,
"7/7/2024, 5:00:00 PM",,2.1,-1,,4.4,
"7/7/2024, 6:00:00 PM",,2.5,2,,4.9,
"7/7/2024, 7:00:00 PM",,2.6,3,,4.7,
"7/7/2024, 8:00:00 PM",,2.5,6,,4.8,
"7/7/2024, 9:00:00 PM",,2.6,6,,5.5,
"7/7/2024, 10:00:00 PM",,2.7,7,,5.3,
"7/7/2024, 11:00:00 PM",,,,,,
