,Tacoma-S 36th St,Mt Rainier-Jackson Visitors Ctr,Tacoma-L Street,Tacoma-S Adams St,Neah Bay 2-Makah Tribe,
"7/3/2018, 8:00:00 PM",,,5,,4.2,
"7/3/2018, 9:00:00 PM",,,4,,3.6,
"7/3/2018, 10:00:00 PM",,,2,,2.4,
"7/3/2018, 11:00:00 PM",,,5,,2.3,
"7/4/2018, 12:00:00 AM",,,6,,2.2,
"7/4/2018, 1:00:00 AM",,,10,,2.4,
"7/4/2018, 2:00:00 AM",,,9,,2.4,
"7/4/2018, 3:00:00 AM",,,10,,2.4,
"7/4/2018, 4:00:00 AM",,,8,,2.5,
"7/4/2018, 5:00:00 AM",,,11,,2.8,
"7/4/2018, 6:00:00 AM",,,13,,3.1,
"7/4/2018, 7:00:00 AM",,,9,,3.2,
"7/4/2018, 8:00:00 AM",,,8,,3.2,
"7/4/2018, 9:00:00 AM",,,7,,3.1,
"7/4/2018, 10:00:00 AM",,,5,,3,
"7/4/2018, 11:00:00 AM",,,4,,3.1,
"7/4/2018, 12:00:00 PM",,,6,,3.1,
"7/4/2018, 1:00:00 PM",,,5,,3.7,
"7/4/2018, 2:00:00 PM",,,6,,3.7,
"7/4/2018, 3:00:00 PM",,,8,,3.6,
"7/4/2018, 4:00:00 PM",,,11,,4.3,
"7/4/2018, 5:00:00 PM",,,9,,3.5,
"7/4/2018, 6:00:00 PM",,,15,,4.9,
"7/4/2018, 7:00:00 PM",,,23,,5.4,
"7/4/2018, 8:00:00 PM",,,17,,7.9,
"7/4/2018, 9:00:00 PM",,,39,,12,
"7/4/2018, 10:00:00 PM",,,28,,4.2,
"7/4/2018, 11:00:00 PM",,,15,,4.2,
"7/5/2018, 12:00:00 AM",,,12,,4.2,
"7/5/2018, 1:00:00 AM",,,9,,4.4,
"7/5/2018, 2:00:00 AM",,,13,,4.1,
"7/5/2018, 3:00:00 AM",,,12,,4.1,
"7/5/2018, 4:00:00 AM",,,12,,3.9,
"7/5/2018, 5:00:00 AM",,,17,,3.9,
"7/5/2018, 6:00:00 AM",,,15,,3.8,
"7/5/2018, 7:00:00 AM",,,,,3.6,
"7/5/2018, 8:00:00 AM",,,,,4.4,
"7/5/2018, 9:00:00 AM",,,,,3.1,
"7/5/2018, 10:00:00 AM",,,,,3,
"7/5/2018, 11:00:00 AM",,,,,3.2,
"7/5/2018, 12:00:00 PM",,,,,3.6,
"7/5/2018, 1:00:00 PM",,,,,3.5,
"7/5/2018, 2:00:00 PM",,,,,3,
"7/5/2018, 3:00:00 PM",,,,,3.4,
"7/5/2018, 4:00:00 PM",,,,,3.4,
"7/5/2018, 5:00:00 PM",,,,,3.7,
"7/5/2018, 6:00:00 PM",,,,,3.4,
"7/5/2018, 7:00:00 PM",,,,,2.6,
"7/5/2018, 8:00:00 PM",,,,,3.5,
"7/5/2018, 9:00:00 PM",,,,,3.5,
"7/5/2018, 10:00:00 PM",,,,,2.8,
"7/5/2018, 11:00:00 PM",,,,,2.3,
"7/6/2018, 12:00:00 AM",,,,,2.3,
"7/6/2018, 1:00:00 AM",,,,,2.3,
"7/6/2018, 2:00:00 AM",,,,,2.7,
"7/6/2018, 3:00:00 AM",,,,,2.5,
"7/6/2018, 4:00:00 AM",,,,,2.8,
"7/6/2018, 5:00:00 AM",,,,,2.6,
"7/6/2018, 6:00:00 AM",,,,,2.3,
"7/6/2018, 7:00:00 AM",,,,,2.3,
"7/6/2018, 8:00:00 AM",,,,,2.1,
"7/6/2018, 9:00:00 AM",,,-3,,2.2,
"7/6/2018, 10:00:00 AM",,,-4,,1.4,
"7/6/2018, 11:00:00 AM",,,-1,,1.3,
"7/6/2018, 12:00:00 PM",,,2,,1.7,
"7/6/2018, 1:00:00 PM",,,2,,1.7,
"7/6/2018, 2:00:00 PM",,,2,,1.3,
"7/6/2018, 3:00:00 PM",,,2,,1.5,
"7/6/2018, 4:00:00 PM",,,-1,,1.4,
"7/6/2018, 5:00:00 PM",,,-3,,1.6,
"7/6/2018, 6:00:00 PM",,,-2,,1.4,
"7/6/2018, 7:00:00 PM",,,0,,1.6,
"7/6/2018, 8:00:00 PM",,,2,,1.4,
"7/6/2018, 9:00:00 PM",,,1,,1.5,
"7/6/2018, 10:00:00 PM",,,3,,1.7,
"7/6/2018, 11:00:00 PM",,,4,,1.5,
"7/7/2018, 12:00:00 AM",,,5,,1.6,
"7/7/2018, 1:00:00 AM",,,4,,1.5,
"7/7/2018, 2:00:00 AM",,,3,,1.6,
"7/7/2018, 3:00:00 AM",,,2,,1.7,
"7/7/2018, 4:00:00 AM",,,1,,2.8,
"7/7/2018, 5:00:00 AM",,,4,,2.5,
"7/7/2018, 6:00:00 AM",,,3,,2.5,
"7/7/2018, 7:00:00 AM",,,1,,1.6,
"7/7/2018, 8:00:00 AM",,,1,,1.5,
"7/7/2018, 9:00:00 AM",,,0,,1.7,
"7/7/2018, 10:00:00 AM",,,1,,1.8,
"7/7/2018, 11:00:00 AM",,,2,,1.9,
"7/7/2018, 12:00:00 PM",,,2,,2.1,
"7/7/2018, 1:00:00 PM",,,3,,2,
"7/7/2018, 2:00:00 PM",,,2,,1.8,
"7/7/2018, 3:00:00 PM",,,2,,1.8,
"7/7/2018, 4:00:00 PM",,,2,,1.9,
"7/7/2018, 5:00:00 PM",,,1,,2.3,
"7/7/2018, 6:00:00 PM",,,3,,2.4,
"7/7/2018, 7:00:00 PM",,,5,,2.4,
"7/7/2018, 8:00:00 PM",,,4,,1.7,
"7/7/2018, 9:00:00 PM",,,4,,1.7,
"7/7/2018, 10:00:00 PM",,,3,,1.7,
"7/7/2018, 11:00:00 PM",,,,,,
