,Tacoma-S 36th St,Mt Rainier-Jackson Visitors Ctr,Tacoma-L Street,Tacoma-S Adams St,Neah Bay 2-Makah Tribe,
"7/3/2023, 9:00:00 AM",,,4,,4,
"7/3/2023, 10:00:00 AM",,,5,,3.8,
"7/3/2023, 11:00:00 AM",,,2,,4.1,
"7/3/2023, 12:00:00 PM",,,1,,4.1,
"7/3/2023, 1:00:00 PM",,,2,,4.1,
"7/3/2023, 2:00:00 PM",,,6,,5.2,
"7/3/2023, 3:00:00 PM",,,8,,5.3,
"7/3/2023, 4:00:00 PM",,,5,,4.8,
"7/3/2023, 5:00:00 PM",,,4,,4.8,
"7/3/2023, 6:00:00 PM",,,3,,4.6,
"7/3/2023, 7:00:00 PM",,,6,,3.8,
"7/3/2023, 8:00:00 PM",,,7,,3.7,
"7/3/2023, 9:00:00 PM",,,16,,4.3,
"7/3/2023, 10:00:00 PM",,,24,,4.6,
"7/3/2023, 11:00:00 PM",,,32,,4.7,
"7/4/2023, 12:00:00 AM",,,39,,3.1,
"7/4/2023, 1:00:00 AM",,,37,,2.9,
"7/4/2023, 2:00:00 AM",,,33,,3.7,
"7/4/2023, 3:00:00 AM",,,31,,4,
"7/4/2023, 4:00:00 AM",,,32,,3.7,
"7/4/2023, 5:00:00 AM",,,34,,4.4,
"7/4/2023, 6:00:00 AM",,,18,,4.5,
"7/4/2023, 7:00:00 AM",,,13,,5.5,
"7/4/2023, 8:00:00 AM",,,10,,5,
"7/4/2023, 9:00:00 AM",,,7,,4.9,
"7/4/2023, 10:00:00 AM",,,6,,4.8,
"7/4/2023, 11:00:00 AM",,,9,,5.1,
"7/4/2023, 12:00:00 PM",,,9,,5.1,
"7/4/2023, 1:00:00 PM",,,10,,4.9,
"7/4/2023, 2:00:00 PM",,,13,,4.9,
"7/4/2023, 3:00:00 PM",,,13,,5.2,
"7/4/2023, 4:00:00 PM",,,11,,8.8,
"7/4/2023, 5:00:00 PM",,,12,,5.8,
"7/4/2023, 6:00:00 PM",,,10,,4.6,
"7/4/2023, 7:00:00 PM",,,19,,4.9,
"7/4/2023, 8:00:00 PM",,,62,,7.5,
"7/4/2023, 9:00:00 PM",,,231,,13.3,
"7/4/2023, 10:00:00 PM",,,588,,7.6,
"7/4/2023, 11:00:00 PM",,,636,,8,
"7/5/2023, 12:00:00 AM",,,723,,7.1,
"7/5/2023, 1:00:00 AM",,,512,,6.7,
"7/5/2023, 2:00:00 AM",,,383,,6.3,
"7/5/2023, 3:00:00 AM",,,286,,6.5,
"7/5/2023, 4:00:00 AM",,,222,,5.8,
"7/5/2023, 5:00:00 AM",,,213,,6.4,
"7/5/2023, 6:00:00 AM",,,171,,7.2,
"7/5/2023, 7:00:00 AM",,,115,,7.2,
"7/5/2023, 8:00:00 AM",,,44,,7.1,
"7/5/2023, 9:00:00 AM",,,13,,7.7,
"7/5/2023, 10:00:00 AM",,,13,,8,
"7/5/2023, 11:00:00 AM",,,11,,7.9,
"7/5/2023, 12:00:00 PM",,,8,,7.3,
"7/5/2023, 1:00:00 PM",,,6,,7.6,
"7/5/2023, 2:00:00 PM",,,9,,7.3,
"7/5/2023, 3:00:00 PM",,,10,,7.4,
"7/5/2023, 4:00:00 PM",,,8,,7.3,
"7/5/2023, 5:00:00 PM",,,11,,7.3,
"7/5/2023, 6:00:00 PM",,,10,,6.1,
"7/5/2023, 7:00:00 PM",,,9,,5.9,
"7/5/2023, 8:00:00 PM",,,12,,6.1,
"7/5/2023, 9:00:00 PM",,,15,,6.3,
"7/5/2023, 10:00:00 PM",,,21,,6.3,
"7/5/2023, 11:00:00 PM",,,14,,6.3,
"7/6/2023, 12:00:00 AM",,,23,,6,
"7/6/2023, 1:00:00 AM",,,20,,6,
"7/6/2023, 2:00:00 AM",,,16,,5.7,
"7/6/2023, 3:00:00 AM",,,12,,5,
"7/6/2023, 4:00:00 AM",,,11,,5.2,
"7/6/2023, 5:00:00 AM",,,7,,5.7,
"7/6/2023, 6:00:00 AM",,,8,,5.5,
"7/6/2023, 7:00:00 AM",,,12,,5.2,
"7/6/2023, 8:00:00 AM",,,8,,4.7,
"7/6/2023, 9:00:00 AM",,,8,,4.3,
"7/6/2023, 10:00:00 AM",,,7,,4.4,
"7/6/2023, 11:00:00 AM",,,7,,4.5,
"7/6/2023, 12:00:00 PM",,,6,,5.3,
"7/6/2023, 1:00:00 PM",,,17,,5.7,
"7/6/2023, 2:00:00 PM",,,10,,6.1,
"7/6/2023, 3:00:00 PM",,,14,,5.7,
"7/6/2023, 4:00:00 PM",,,9,,5.4,
"7/6/2023, 5:00:00 PM",,,9,,5,
"7/6/2023, 6:00:00 PM",,,12,,4.7,
"7/6/2023, 7:00:00 PM",,,10,,4.6,
"7/6/2023, 8:00:00 PM",,,17,,4.4,
"7/6/2023, 9:00:00 PM",,,4,,4.4,
"7/6/2023, 10:00:00 PM",,,9,,4.4,
"7/6/2023, 11:00:00 PM",,,8,,4.2,
"7/7/2023, 12:00:00 AM",,,8,,3.6,
"7/7/2023, 1:00:00 AM",,,11,,3.3,
"7/7/2023, 2:00:00 AM",,,9,,3.1,
"7/7/2023, 3:00:00 AM",,,5,,3.3,
"7/7/2023, 4:00:00 AM",,,5,,3.2,
"7/7/2023, 5:00:00 AM",,,4,,3.3,
"7/7/2023, 6:00:00 AM",,,3,,3.1,
"7/7/2023, 7:00:00 AM",,,-1,,3,
"7/7/2023, 8:00:00 AM",,,5,,2.8,
"7/7/2023, 9:00:00 AM",,,4,,2.6,
"7/7/2023, 10:00:00 AM",,,1,,2.6,
"7/7/2023, 11:00:00 AM",,,4,,2.6,
"7/7/2023, 12:00:00 PM",,,3,,2.8,
"7/7/2023, 1:00:00 PM",,,1,,2.9,
"7/7/2023, 2:00:00 PM",,,3,,2.9,
"7/7/2023, 3:00:00 PM",,,2,,3.1,
"7/7/2023, 4:00:00 PM",,,8,,3.1,
"7/7/2023, 5:00:00 PM",,,6,,3.3,
"7/7/2023, 6:00:00 PM",,,4,,3.2,
"7/7/2023, 7:00:00 PM",,,3,,3.2,
"7/7/2023, 8:00:00 PM",,,2,,3.2,
"7/7/2023, 9:00:00 PM",,,3,,3.3,
"7/7/2023, 10:00:00 PM",,,0,,3.1,
"7/7/2023, 11:00:00 PM",,,,,,
