,Tacoma-S 36th St,Mt Rainier-Jackson Visitors Ctr,Tacoma-L Street,Tacoma-S Adams St,Neah Bay 2-Makah Tribe,
"7/3/2019, 7:00:00 AM",,,1,,2.1,
"7/3/2019, 8:00:00 AM",,,2,,1.6,
"7/3/2019, 9:00:00 AM",,,2,,1.5,
"7/3/2019, 10:00:00 AM",,,2,,1.6,
"7/3/2019, 11:00:00 AM",,,3,,1.8,
"7/3/2019, 12:00:00 PM",,,3,,2.1,
"7/3/2019, 1:00:00 PM",,,3,,2.4,
"7/3/2019, 2:00:00 PM",,,1,,2.8,
"7/3/2019, 3:00:00 PM",,,0,,3,
"7/3/2019, 4:00:00 PM",,,2,,3.2,
"7/3/2019, 5:00:00 PM",,,5,,3.1,
"7/3/2019, 6:00:00 PM",,,4,,3.3,
"7/3/2019, 7:00:00 PM",,,4,,3.7,
"7/3/2019, 8:00:00 PM",,,6,,3.8,
"7/3/2019, 9:00:00 PM",,,4,,3.8,
"7/3/2019, 10:00:00 PM",,,3,,2.9,
"7/3/2019, 11:00:00 PM",,,8,,3.2,
"7/4/2019, 12:00:00 AM",,,6,,2.6,
"7/4/2019, 1:00:00 AM",,,1,,2.2,
"7/4/2019, 2:00:00 AM",,,2,,2.3,
"7/4/2019, 3:00:00 AM",,,4,,1.9,
"7/4/2019, 4:00:00 AM",,,5,,2,
"7/4/2019, 5:00:00 AM",,,3,,1.8,
"7/4/2019, 6:00:00 AM",,,0,,1.7,
"7/4/2019, 7:00:00 AM",,,0,,1.8,
"7/4/2019, 8:00:00 AM",,,2,,1.8,
"7/4/2019, 9:00:00 AM",,,3,,1.8,
"7/4/2019, 10:00:00 AM",,,5,,2,
"7/4/2019, 11:00:00 AM",,,5,,2,
"7/4/2019, 12:00:00 PM",,,3,,1.9,
"7/4/2019, 1:00:00 PM",,,4,,2,
"7/4/2019, 2:00:00 PM",,,4,,1.8,
"7/4/2019, 3:00:00 PM",,,3,,1.7,
"7/4/2019, 4:00:00 PM",,,4,,2.1,
"7/4/2019, 5:00:00 PM",,,5,,2.4,
"7/4/2019, 6:00:00 PM",,,6,,2.3,
"7/4/2019, 7:00:00 PM",,,7,,3.3,
"7/4/2019, 8:00:00 PM",,,8,,8.6,
"7/4/2019, 9:00:00 PM",,,66,,10.5,
"7/4/2019, 10:00:00 PM",,,44,,7.9,
"7/4/2019, 11:00:00 PM",,,13,,7.6,
"7/5/2019, 12:00:00 AM",,,9,,4.2,
"7/5/2019, 1:00:00 AM",,,7,,2.6,
"7/5/2019, 2:00:00 AM",,,7,,2.7,
"7/5/2019, 3:00:00 AM",,,6,,2,
"7/5/2019, 4:00:00 AM",,,7,,1.9,
"7/5/2019, 5:00:00 AM",,,8,,2,
"7/5/2019, 6:00:00 AM",,,8,,2.3,
"7/5/2019, 7:00:00 AM",,,7,,2,
"7/5/2019, 8:00:00 AM",,,4,,3.5,
"7/5/2019, 9:00:00 AM",,,2,,2.3,
"7/5/2019, 10:00:00 AM",,,5,,2,
"7/5/2019, 11:00:00 AM",,,3,,2.1,
"7/5/2019, 12:00:00 PM",,,0,,2.2,
"7/5/2019, 1:00:00 PM",,,1,,2.3,
"7/5/2019, 2:00:00 PM",,,2,,2.4,
"7/5/2019, 3:00:00 PM",,,3,,2.9,
"7/5/2019, 4:00:00 PM",,,4,,3.6,
"7/5/2019, 5:00:00 PM",,,3,,4,
"7/5/2019, 6:00:00 PM",,,4,,4.2,
"7/5/2019, 7:00:00 PM",,,5,,5.9,
"7/5/2019, 8:00:00 PM",,,2,,6.1,
"7/5/2019, 9:00:00 PM",,,1,,4.6,
"7/5/2019, 10:00:00 PM",,,3,,7,
"7/5/2019, 11:00:00 PM",,,2,,5.7,
"7/6/2019, 12:00:00 AM",,,1,,5.2,
"7/6/2019, 1:00:00 AM",,,4,,4.7,
"7/6/2019, 2:00:00 AM",,,5,,4.4,
"7/6/2019, 3:00:00 AM",,,4,,5,
"7/6/2019, 4:00:00 AM",,,4,,4.6,
"7/6/2019, 5:00:00 AM",,,6,,5.6,
"7/6/2019, 6:00:00 AM",,,5,,6,
"7/6/2019, 7:00:00 AM",,,4,,5,
"7/6/2019, 8:00:00 AM",,,3,,5,
"7/6/2019, 9:00:00 AM",,,2,,4.1,
"7/6/2019, 10:00:00 AM",,,1,,3.9,
"7/6/2019, 11:00:00 AM",,,2,,3.4,
"7/6/2019, 12:00:00 PM",,,1,,3,
"7/6/2019, 1:00:00 PM",,,-1,,3,
"7/6/2019, 2:00:00 PM",,,-2,,2.7,
"7/6/2019, 3:00:00 PM",,,4,,2.9,
"7/6/2019, 4:00:00 PM",,,3,,3.2,
"7/6/2019, 5:00:00 PM",,,1,,3.6,
"7/6/2019, 6:00:00 PM",,,1,,4.2,
"7/6/2019, 7:00:00 PM",,,3,,3.9,
"7/6/2019, 8:00:00 PM",,,2,,4.4,
"7/6/2019, 9:00:00 PM",,,3,,5.7,
"7/6/2019, 10:00:00 PM",,,3,,5.4,
"7/6/2019, 11:00:00 PM",,,3,,4.3,
"7/7/2019, 12:00:00 AM",,,2,,3,
"7/7/2019, 1:00:00 AM",,,4,,2.5,
"7/7/2019, 2:00:00 AM",,,3,,2.2,
"7/7/2019, 3:00:00 AM",,,4,,2.4,
"7/7/2019, 4:00:00 AM",,,5,,2.7,
"7/7/2019, 5:00:00 AM",,,3,,1.9,
"7/7/2019, 6:00:00 AM",,,1,,3.1,
"7/7/2019, 7:00:00 AM",,,3,,2.6,
"7/7/2019, 8:00:00 AM",,,3,,2.2,
"7/7/2019, 9:00:00 AM",,,2,,1.6,
"7/7/2019, 10:00:00 AM",,,3,,1.6,
"7/7/2019, 11:00:00 AM",,,3,,1.6,
"7/7/2019, 12:00:00 PM",,,4,,1.6,
"7/7/2019, 1:00:00 PM",,,4,,1.7,
"7/7/2019, 2:00:00 PM",,,3,,1.9,
"7/7/2019, 3:00:00 PM",,,3,,1.7,
"7/7/2019, 4:00:00 PM",,,3,,1.9,
"7/7/2019, 5:00:00 PM",,,5,,2.2,
"7/7/2019, 6:00:00 PM",,,4,,2.1,
"7/7/2019, 7:00:00 PM",,,3,,2.4,
"7/7/2019, 8:00:00 PM",,,4,,2.1,
"7/7/2019, 9:00:00 PM",,,4,,2.1,
"7/7/2019, 10:00:00 PM",,,3,,2.2,
"7/7/2019, 11:00:00 PM",,,,,,
