,Tacoma-S 36th St,Mt Rainier-Jackson Visitors Ctr,Tacoma-L Street,Tacoma-S Adams St,Neah Bay 2-Makah Tribe,
"7/2/2017, 9:00:00 AM",,,,,2.5,
"7/2/2017, 10:00:00 AM",,,,,2.1,
"7/2/2017, 11:00:00 AM",,,,,2.4,
"7/2/2017, 12:00:00 PM",,,,,2.8,
"7/2/2017, 1:00:00 PM",,,,,2.9,
"7/2/2017, 2:00:00 PM",,,,,3.3,
"7/2/2017, 3:00:00 PM",,,,,2.1,
"7/2/2017, 4:00:00 PM",,,,,2.6,
"7/2/2017, 5:00:00 PM",,,,,3.7,
"7/2/2017, 6:00:00 PM",,,,,3.3,
"7/2/2017, 7:00:00 PM",,,,,3.4,
"7/2/2017, 8:00:00 PM",,,,,3.2,
"7/2/2017, 9:00:00 PM",,,,,2.9,
"7/2/2017, 10:00:00 PM",,,,,2.3,
"7/2/2017, 11:00:00 PM",,,,,1.9,
"7/3/2017, 12:00:00 AM",,,,,1.8,
"7/3/2017, 1:00:00 AM",,,,,1.9,
"7/3/2017, 2:00:00 AM",,,,,1.9,
"7/3/2017, 3:00:00 AM",,,,,1.9,
"7/3/2017, 4:00:00 AM",,,,,2.1,
"7/3/2017, 5:00:00 AM",,,,,2.3,
"7/3/2017, 6:00:00 AM",,,,,2.6,
"7/3/2017, 7:00:00 AM",,,,,3,
"7/3/2017, 8:00:00 AM",,,,,3.1,
"7/3/2017, 9:00:00 AM",,,,,3.2,
"7/3/2017, 10:00:00 AM",,,,,3.3,
"7/3/2017, 11:00:00 AM",,,,,3.6,
"7/3/2017, 12:00:00 PM",,,,,3.7,
"7/3/2017, 1:00:00 PM",,,,,3.5,
"7/3/2017, 2:00:00 PM",,,,,3.4,
"7/3/2017, 3:00:00 PM",,,,,4,
"7/3/2017, 4:00:00 PM",,,,,3.4,
"7/3/2017, 5:00:00 PM",,,,,3.9,
"7/3/2017, 6:00:00 PM",,,,,5.4,
"7/3/2017, 7:00:00 PM",,,,,4.6,
"7/3/2017, 8:00:00 PM",,,,,4.4,
"7/3/2017, 9:00:00 PM",,,,,4.1,
"7/3/2017, 10:00:00 PM",,,,,3.9,
"7/3/2017, 11:00:00 PM",,,,,3.9,
"7/4/2017, 12:00:00 AM",,,,,3.7,
"7/4/2017, 1:00:00 AM",,,,,3.7,
"7/4/2017, 2:00:00 AM",,,,,3.6,
"7/4/2017, 3:00:00 AM",,,,,3.6,
"7/4/2017, 4:00:00 AM",,,,,3.7,
"7/4/2017, 5:00:00 AM",,,,,3.9,
"7/4/2017, 6:00:00 AM",,,,,3.8,
"7/4/2017, 7:00:00 AM",,,,,4,
"7/4/2017, 8:00:00 AM",,,,,4,
"7/4/2017, 9:00:00 AM",,,,,4.2,
"7/4/2017, 10:00:00 AM",,,,,4.7,
"7/4/2017, 11:00:00 AM",,,,,4.6,
"7/4/2017, 12:00:00 PM",,,,,4.3,
"7/4/2017, 1:00:00 PM",,,,,3.7,
"7/4/2017, 2:00:00 PM",,,,,3.9,
"7/4/2017, 3:00:00 PM",,,,,4.1,
"7/4/2017, 4:00:00 PM",,,,,3.9,
"7/4/2017, 5:00:00 PM",,,,,3.4,
"7/4/2017, 6:00:00 PM",,,,,3.2,
"7/4/2017, 7:00:00 PM",,,,,3.4,
"7/4/2017, 8:00:00 PM",,,,,6.6,
"7/4/2017, 9:00:00 PM",,,,,24.4,
"7/4/2017, 10:00:00 PM",,,,,9.1,
"7/4/2017, 11:00:00 PM",,,,,4.2,
"7/5/2017, 12:00:00 AM",,,,,3,
"7/5/2017, 1:00:00 AM",,,,,2.7,
"7/5/2017, 2:00:00 AM",,,,,2.8,
"7/5/2017, 3:00:00 AM",,,,,2.8,
"7/5/2017, 4:00:00 AM",,,,,2.8,
"7/5/2017, 5:00:00 AM",,,,,3.1,
"7/5/2017, 6:00:00 AM",,,,,3.3,
"7/5/2017, 7:00:00 AM",,,,,3.5,
"7/5/2017, 8:00:00 AM",,,,,6,
"7/5/2017, 9:00:00 AM",,,,,4.1,
"7/5/2017, 10:00:00 AM",,,,,4.4,
"7/5/2017, 11:00:00 AM",,,,,4.5,
"7/5/2017, 12:00:00 PM",,,,,4.5,
"7/5/2017, 1:00:00 PM",,,,,4.1,
"7/5/2017, 2:00:00 PM",,,,,3.9,
"7/5/2017, 3:00:00 PM",,,,,3.7,
"7/5/2017, 4:00:00 PM",,,,,4.4,
"7/5/2017, 5:00:00 PM",,,,,3.8,
"7/5/2017, 6:00:00 PM",,,,,3.1,
"7/5/2017, 7:00:00 PM",,,,,3,
"7/5/2017, 8:00:00 PM",,,,,2.6,
"7/5/2017, 9:00:00 PM",,,,,2.7,
"7/5/2017, 10:00:00 PM",,,,,2.4,
"7/5/2017, 11:00:00 PM",,,,,2.3,
"7/6/2017, 12:00:00 AM",,,,,2.3,
"7/6/2017, 1:00:00 AM",,,,,2.1,
"7/6/2017, 2:00:00 AM",,,,,2.1,
"7/6/2017, 3:00:00 AM",,,,,2.3,
"7/6/2017, 4:00:00 AM",,,,,2.3,
"7/6/2017, 5:00:00 AM",,,,,2.3,
"7/6/2017, 6:00:00 AM",,,,,2.2,
"7/6/2017, 7:00:00 AM",,,,,2.3,
"7/6/2017, 8:00:00 AM",,,,,2.4,
"7/6/2017, 9:00:00 AM",,,,,2.5,
"7/6/2017, 10:00:00 AM",,,,,2.6,
"7/6/2017, 11:00:00 AM",,,,,2.6,
"7/6/2017, 12:00:00 PM",,,,,2.5,
"7/6/2017, 1:00:00 PM",,,,,2.7,
"7/6/2017, 2:00:00 PM",,,,,2.7,
"7/6/2017, 3:00:00 PM",,,,,2.6,
"7/6/2017, 4:00:00 PM",,,,,2.7,
"7/6/2017, 5:00:00 PM",,,,,2.6,
"7/6/2017, 6:00:00 PM",,,,,2.6,
"7/6/2017, 7:00:00 PM",,,,,2.5,
"7/6/2017, 8:00:00 PM",,,,,2.4,
"7/6/2017, 9:00:00 PM",,,,,3.3,
"7/6/2017, 10:00:00 PM",,,,,2.8,
"7/6/2017, 11:00:00 PM",,,,,2.7,
"7/7/2017, 12:00:00 AM",,,,,2.9,
"7/7/2017, 1:00:00 AM",,,,,2.8,
"7/7/2017, 2:00:00 AM",,,,,3.1,
"7/7/2017, 3:00:00 AM",,,,,3.3,
"7/7/2017, 4:00:00 AM",,,,,3.4,
"7/7/2017, 5:00:00 AM",,,,,3.4,
"7/7/2017, 6:00:00 AM",,,,,3.5,
"7/7/2017, 7:00:00 AM",,,,,3.5,
"7/7/2017, 8:00:00 AM",,,,,3.6,
"7/7/2017, 9:00:00 AM",,,,,3.6,
"7/7/2017, 10:00:00 AM",,,,,3.9,
"7/7/2017, 11:00:00 AM",,,,,3.9,
"7/7/2017, 12:00:00 PM",,,,,4,
"7/7/2017, 1:00:00 PM",,,,,3.8,
"7/7/2017, 2:00:00 PM",,,,,3.5,
"7/7/2017, 3:00:00 PM",,,,,3.3,
"7/7/2017, 4:00:00 PM",,,,,3.4,
"7/7/2017, 5:00:00 PM",,,,,2.9,
"7/7/2017, 6:00:00 PM",,,,,2.9,
"7/7/2017, 7:00:00 PM",,,,,2.9,
"7/7/2017, 8:00:00 PM",,,,,2.6,
"7/7/2017, 9:00:00 PM",,,,,2.5,
"7/7/2017, 10:00:00 PM",,,,,2.5,
"7/7/2017, 11:00:00 PM",,,,,,
